,ANIO,PROVINCIA,Hidroelectrica,Termica,Eolica,Fotovoltaica,Nuclear,Total
0,1990,ALMERIA,368,655000,0,0,0,655368
1,1990,CADIZ,15680,2967720,0,0,0,2983400
2,1990,CORDOBA,111160,665026,0,0,0,776186
3,1990,GRANADA,167188,18288,0,0,0,185476
4,1990,HUELVA,0,886830,0,0,0,886830
5,1990,JAEN,356876,42320,0,0,0,399196
6,1990,MALAGA,963558,237520,0,0,0,1201078
7,1990,SEVILLA,542840,18030,0,0,0,560870
8,1990,HUESCA,2137888,0,0,0,0,2137888
9,1990,TERUEL,50736,2453372,0,0,0,2504108
10,1990,ZARAGOZA,752054,270226,0,0,0,1022280
11,1990,ASTURIAS,1391864,5439550,0,0,0,6831414
12,1990,BALEARES,0,735290,0,0,0,735290
13,1990,LAS PALMAS,0,1373400,0,0,0,1373400
14,1990,S.C.TENERIFE,1600,948874,0,0,0,950474
15,1990,CANTABRIA,845952,206488,0,0,0,1052440
16,1990,AVILA,69028,0,0,0,0,69028
17,1990,BURGOS,30899,19760,0,0,460000,510659
18,1990,LEON,633174,4593500,0,0,0,5226674
19,1990,PALENCIA,138534,1013650,0,0,0,1152184
20,1990,SALAMANCA,5094180,18200,0,0,0,5112380
21,1990,SEGOVIA,16706,0,0,0,0,16706
22,1990,SORIA,25196,0,0,0,0,25196
23,1990,VALLADOLID,15270,60216,0,0,0,75486
24,1990,ZAMORA,1372320,33600,0,0,0,1405920
25,1990,ALBACETE,38441,0,0,0,0,38441
26,1990,CIUDAD REAL,5292,548000,0,0,0,553292
27,1990,CUENCA,292512,0,0,0,0,292512
28,1990,GUADALAJARA,591808,0,0,0,2402000,2993808
29,1990,TOLEDO,526402,1254208,0,0,0,1780610
30,1990,BARCELONA,95534,2748705,0,0,0,2844239
31,1990,GIRONA,271302,30290,0,0,0,301592
32,1990,LLEIDA,3320102,16000,0,0,0,3336102
33,1990,TARRAGONA,610600,48400,0,0,5684000,6343000
34,1990,CEUTA,0,54240,0,0,0,54240
35,1990,BADAJOZ,158996,3000,0,0,0,161996
36,1990,CACERES,3938466,80,0,0,3722400,7660946
37,1990,LA CORUÑA,582500,4926300,0,0,0,5508800
38,1990,LUGO,945972,0,0,0,0,945972
39,1990,ORENSE,3595296,0,0,0,0,3595296
40,1990,PONTEVEDRA,164276,27782,0,0,0,192058
41,1990,LA RIOJA,59780,0,0,0,0,59780
42,1990,MADRID,138124,5280,0,0,0,143404
43,1990,MELILLA,0,44752,0,0,0,44752
44,1990,MURCIA,75348,1748290,0,0,0,1823638
45,1990,NAVARRA,184506,35860,0,0,0,220366
46,1990,ALAVA,33555,14300,0,0,0,47855
47,1990,GUIPUZCOA,37994,482148,0,0,0,520142
48,1990,VIZCAYA,176774,2054026,0,0,0,2230800
49,1990,ALICANTE,680,0,0,0,0,680
50,1990,CASTELLON,97784,2178692,0,0,0,2276476
51,1990,VALENCIA,2401728,7680,0,0,1987552,4396960
52,1991,ALMERIA,0,655000,0,0,0,655000
53,1991,CADIZ,9280,2967720,0,0,0,2977000
54,1991,CORDOBA,111160,665026,0,0,0,776186
55,1991,GRANADA,153680,18288,0,0,0,171968
56,1991,HUELVA,0,1079260,0,0,0,1079260
57,1991,JAEN,345204,42320,0,0,0,387524
58,1991,MALAGA,963078,237520,0,0,0,1200598
59,1991,SEVILLA,540736,18030,0,0,0,558766
60,1991,HUESCA,2138192,0,0,0,0,2138192
61,1991,TERUEL,47424,2466000,0,0,0,2513424
62,1991,ZARAGOZA,752722,288906,0,0,0,1041628
63,1991,ASTURIAS,1391348,5438950,0,0,0,6830298
64,1991,BALEARES,0,780090,0,0,0,780090
65,1991,LAS PALMAS,0,1368360,0,0,0,1368360
66,1991,S.C.TENERIFE,1600,1008474,0,0,0,1010074
67,1991,CANTABRIA,845840,206488,0,0,0,1052328
68,1991,AVILA,68588,0,0,0,0,68588
69,1991,BURGOS,30191,24340,0,0,460000,514531
70,1991,LEON,718094,4593500,0,0,0,5311594
71,1991,PALENCIA,138224,1020650,0,0,0,1158874
72,1991,SALAMANCA,5092778,18200,0,0,0,5110978
73,1991,SEGOVIA,16706,0,0,0,0,16706
74,1991,SORIA,24596,0,0,0,0,24596
75,1991,VALLADOLID,16112,78316,0,0,0,94428
76,1991,ZAMORA,1372320,33600,0,0,0,1405920
77,1991,ALBACETE,38441,0,0,0,0,38441
78,1991,CIUDAD REAL,5292,548000,0,0,0,553292
79,1991,CUENCA,292462,0,0,0,0,292462
80,1991,GUADALAJARA,591856,0,0,0,2402000,2993856
81,1991,TOLEDO,526402,1254208,0,0,0,1780610
82,1991,BARCELONA,95237,2820044,0,0,0,2915281
83,1991,GIRONA,266386,50290,0,0,0,316676
84,1991,LLEIDA,3228862,16000,0,0,0,3244862
85,1991,TARRAGONA,610600,94920,0,0,5684000,6389520
86,1991,CEUTA,0,54240,0,0,0,54240
87,1991,BADAJOZ,158556,3000,0,0,0,161556
88,1991,CACERES,3938466,0,0,0,3722400,7660866
89,1991,LA CORUÑA,582450,4919360,0,0,0,5501810
90,1991,LUGO,945972,0,0,0,0,945972
91,1991,ORENSE,3593088,0,0,0,0,3593088
92,1991,PONTEVEDRA,164696,28532,0,0,0,193228
93,1991,LA RIOJA,59780,0,0,0,0,59780
94,1991,MADRID,137534,18444,0,0,0,155978
95,1991,MELILLA,0,74040,0,0,0,74040
96,1991,MURCIA,75348,1752290,0,0,0,1827638
97,1991,NAVARRA,216512,50246,0,0,0,266758
98,1991,ALAVA,33555,14280,0,0,0,47835
99,1991,GUIPUZCOA,38940,482148,0,0,0,521088
100,1991,VIZCAYA,176766,2078594,0,0,0,2255360
101,1991,ALICANTE,680,0,0,0,0,680
102,1991,CASTELLON,97784,2216184,0,0,0,2313968
103,1991,VALENCIA,2400604,27716,0,0,1987552,4415872
104,1992,ALMERIA,368,655000,0,0,0,655368
105,1992,CADIZ,15680,2967720,1180,0,0,2984580
106,1992,CORDOBA,111160,665026,0,0,0,776186
107,1992,GRANADA,167188,18288,0,0,0,185476
108,1992,HUELVA,0,1079260,0,0,0,1079260
109,1992,JAEN,356876,42320,0,0,0,399196
110,1992,MALAGA,963558,237520,0,0,0,1201078
111,1992,SEVILLA,542840,18030,0,0,0,560870
112,1992,HUESCA,2141616,0,0,0,0,2141616
113,1992,TERUEL,53056,2450000,0,0,0,2503056
114,1992,ZARAGOZA,752722,288906,0,0,0,1041628
115,1992,ASTURIAS,1392214,5438950,0,0,0,6831164
116,1992,BALEARES,0,780690,0,0,0,780690
117,1992,LAS PALMAS,0,1466360,0,0,0,1466360
118,1992,S.C.TENERIFE,1600,1008474,0,0,0,1010074
119,1992,CANTABRIA,846352,206488,0,0,0,1052840
120,1992,AVILA,69028,0,0,0,0,69028
121,1992,BURGOS,30899,24605,0,0,460000,515504
122,1992,LEON,775574,4608900,0,0,0,5384474
123,1992,PALENCIA,138534,1020650,0,0,0,1159184
124,1992,SALAMANCA,5094170,18200,0,0,0,5112370
125,1992,SEGOVIA,16706,0,0,0,0,16706
126,1992,SORIA,25196,0,0,0,0,25196
127,1992,VALLADOLID,18230,79316,0,0,0,97546
128,1992,ZAMORA,1372320,33600,0,0,0,1405920
129,1992,ALBACETE,38441,0,0,0,0,38441
130,1992,CIUDAD REAL,5292,618000,0,0,0,623292
131,1992,CUENCA,293932,0,0,0,0,293932
132,1992,GUADALAJARA,592312,0,0,0,2452000,3044312
133,1992,TOLEDO,527042,1254208,0,0,0,1781250
134,1992,BARCELONA,96409,2794560,0,0,0,2890969
135,1992,GIRONA,279340,50290,1180,0,0,330810
136,1992,LLEIDA,3239870,16000,0,0,0,3255870
137,1992,TARRAGONA,610600,92458,0,0,5728000,6431058
138,1992,CEUTA,0,54240,0,0,0,54240
139,1992,BADAJOZ,184056,3000,0,0,0,187056
140,1992,CACERES,3938466,80,0,0,3722400,7660946
141,1992,LA CORUÑA,591262,4922026,0,0,0,5513288
142,1992,LUGO,945972,0,0,0,0,945972
143,1992,ORENSE,3595296,0,0,0,0,3595296
144,1992,PONTEVEDRA,175896,59750,0,0,0,235646
145,1992,LA RIOJA,59860,0,0,0,0,59860
146,1992,MADRID,138124,18280,0,0,0,156404
147,1992,MELILLA,0,74040,0,0,0,74040
148,1992,MURCIA,75528,1752290,0,0,0,1827818
149,1992,NAVARRA,240864,50504,0,0,0,291368
150,1992,ALAVA,33555,17800,0,0,0,51355
151,1992,GUIPUZCOA,43868,493348,0,0,0,537216
152,1992,VIZCAYA,176966,2078524,0,0,0,2255490
153,1992,ALICANTE,680,0,0,0,0,680
154,1992,CASTELLON,97784,2221354,0,0,0,2319138
155,1992,VALENCIA,2402528,27170,0,0,1987552,4417250
156,1993,ALMERIA,368,655000,0,0,0,655368
157,1993,CADIZ,15680,2967720,880,0,0,2984280
158,1993,CORDOBA,111160,661276,0,0,0,772436
159,1993,GRANADA,167188,18288,0,0,0,185476
160,1993,HUELVA,0,1040110,0,0,0,1040110
161,1993,JAEN,356876,42320,0,0,0,399196
162,1993,MALAGA,963558,237520,0,0,0,1201078
163,1993,SEVILLA,542840,18030,0,0,0,560870
164,1993,HUESCA,2141616,0,0,0,0,2141616
165,1993,TERUEL,53056,2450000,0,0,0,2503056
166,1993,ZARAGOZA,752722,408156,0,0,0,1160878
167,1993,ASTURIAS,1390786,5438950,0,0,0,6829736
168,1993,BALEARES,0,841190,0,0,0,841190
169,1993,LAS PALMAS,0,1466360,360,0,0,1466720
170,1993,S.C.TENERIFE,1600,1008474,600,0,0,1010674
171,1993,CANTABRIA,835600,198488,0,0,0,1034088
172,1993,AVILA,69028,0,0,0,0,69028
173,1993,BURGOS,30874,32605,0,0,460000,523479
174,1993,LEON,779356,4608900,0,0,0,5388256
175,1993,PALENCIA,137784,1020650,0,0,0,1158434
176,1993,SALAMANCA,5094170,18200,0,0,0,5112370
177,1993,SEGOVIA,16706,0,0,0,0,16706
178,1993,SORIA,26796,0,0,0,0,26796
179,1993,VALLADOLID,20070,75316,0,0,0,95386
180,1993,ZAMORA,1372320,33600,0,0,0,1405920
181,1993,ALBACETE,38441,0,0,0,0,38441
182,1993,CIUDAD REAL,5292,688000,0,0,0,693292
183,1993,CUENCA,294052,0,0,0,0,294052
184,1993,GUADALAJARA,592400,0,0,0,2452000,3044400
185,1993,TOLEDO,528182,1254208,0,0,0,1782390
186,1993,BARCELONA,93996,2804797,0,0,0,2898793
187,1993,GIRONA,275560,50290,1180,0,0,327030
188,1993,LLEIDA,3275870,16000,0,0,0,3291870
189,1993,TARRAGONA,610600,93198,0,0,5728000,6431798
190,1993,CEUTA,0,67680,0,0,0,67680
191,1993,BADAJOZ,184055,3000,0,0,0,187055
192,1993,CACERES,3938466,80,0,0,3722400,7660946
193,1993,LA CORUÑA,597154,4922026,0,0,0,5519180
194,1993,LUGO,947128,0,0,0,0,947128
195,1993,ORENSE,3604014,0,0,0,0,3604014
196,1993,PONTEVEDRA,176986,60240,0,0,0,237226
197,1993,LA RIOJA,59860,0,0,0,0,59860
198,1993,MADRID,143084,13000,0,0,0,156084
199,1993,MELILLA,0,74040,0,0,0,74040
200,1993,MURCIA,75528,1805860,0,0,0,1881388
201,1993,NAVARRA,256508,51684,0,0,0,308192
202,1993,ALAVA,33555,12100,0,0,0,45655
203,1993,GUIPUZCOA,49180,492560,0,0,0,541740
204,1993,VIZCAYA,177466,2079428,0,0,0,2256894
205,1993,ALICANTE,680,0,0,0,0,680
206,1993,CASTELLON,97784,2233308,0,0,0,2331092
207,1993,VALENCIA,2402528,27170,0,0,1987552,4417250
208,1994,ALMERIA,368,663800,0,0,0,664168
209,1994,CADIZ,15680,3146720,820,0,0,3163220
210,1994,CORDOBA,111160,654800,0,0,0,765960
211,1994,GRANADA,165288,20288,0,0,0,185576
212,1994,HUELVA,0,1067150,0,0,0,1067150
213,1994,JAEN,356236,42320,0,0,0,398556
214,1994,MALAGA,963466,245520,0,0,0,1208986
215,1994,SEVILLA,542840,18030,0,0,0,560870
216,1994,HUESCA,2147966,15956,0,0,0,2163922
217,1994,TERUEL,53056,2450000,0,0,0,2503056
218,1994,ZARAGOZA,764662,498094,0,0,0,1262756
219,1994,ASTURIAS,1440120,5583418,0,0,0,7023538
220,1994,BALEARES,0,845062,0,0,0,845062
221,1994,LAS PALMAS,0,1466360,360,0,0,1466720
222,1994,S.C.TENERIFE,1600,1084874,3920,0,0,1090394
223,1994,CANTABRIA,836310,209318,0,0,0,1045628
224,1994,AVILA,71841,0,0,0,0,71841
225,1994,BURGOS,40073,124429,0,0,460000,624502
226,1994,LEON,818042,4608900,0,0,0,5426942
227,1994,PALENCIA,147570,1034410,0,0,0,1181980
228,1994,SALAMANCA,5021404,18200,0,0,0,5039604
229,1994,SEGOVIA,22334,0,0,0,0,22334
230,1994,SORIA,32286,0,0,0,0,32286
231,1994,VALLADOLID,47694,76916,0,0,0,124610
232,1994,ZAMORA,1456208,33600,0,0,0,1489808
233,1994,ALBACETE,38449,0,0,0,0,38449
234,1994,CIUDAD REAL,5292,1159600,0,0,0,1164892
235,1994,CUENCA,294052,0,0,0,0,294052
236,1994,GUADALAJARA,600234,0,0,0,2452000,3052234
237,1994,TOLEDO,527460,1257008,0,0,0,1784468
238,1994,BARCELONA,115654,2871855,0,0,0,2987509
239,1994,GIRONA,301144,80290,1180,0,0,382614
240,1994,LLEIDA,3317432,33600,0,0,0,3351032
241,1994,TARRAGONA,646502,319066,0,0,5728000,6693568
242,1994,CEUTA,0,66240,0,0,0,66240
243,1994,BADAJOZ,184155,3000,0,0,0,187155
244,1994,CACERES,3938730,80,0,0,3722400,7661210
245,1994,LA CORUÑA,652984,4923226,0,0,0,5576210
246,1994,LUGO,947692,0,0,0,0,947692
247,1994,ORENSE,4016734,0,0,0,0,4016734
248,1994,PONTEVEDRA,176986,61440,0,0,0,238426
249,1994,LA RIOJA,75970,4812,0,0,0,80782
250,1994,MADRID,170444,62398,0,0,0,232842
251,1994,MELILLA,0,74192,0,0,0,74192
252,1994,MURCIA,76868,1805860,0,0,0,1882728
253,1994,NAVARRA,266290,75416,6000,0,0,347706
254,1994,ALAVA,33378,23030,0,0,0,56408
255,1994,GUIPUZCOA,46796,513664,0,0,0,560460
256,1994,VIZCAYA,199566,2180924,0,0,0,2380490
257,1994,ALICANTE,680,4650,0,0,0,5330
258,1994,CASTELLON,97784,2425254,0,0,0,2523038
259,1994,VALENCIA,2402528,61854,0,0,1987552,4451934
260,1995,ALMERIA,368,663800,0,0,0,664168
261,1995,CADIZ,15680,3146720,880,0,0,3163280
262,1995,CORDOBA,111160,625600,0,0,0,736760
263,1995,GRANADA,165288,87408,0,0,0,252696
264,1995,HUELVA,0,1107230,0,0,0,1107230
265,1995,JAEN,356236,42320,0,0,0,398556
266,1995,MALAGA,963466,245520,0,0,0,1208986
267,1995,SEVILLA,542840,18030,0,0,0,560870
268,1995,HUESCA,2148054,17796,0,0,0,2165850
269,1995,TERUEL,59896,2450000,0,0,0,2509896
270,1995,ZARAGOZA,763600,498094,1090,0,0,1262784
271,1995,ASTURIAS,1443488,5584478,0,0,0,7027966
272,1995,BALEARES,0,844072,0,0,0,844072
273,1995,LAS PALMAS,0,1642400,360,0,0,1642760
274,1995,S.C.TENERIFE,1600,1421374,4120,0,0,1427094
275,1995,CANTABRIA,849480,209318,0,0,0,1058798
276,1995,AVILA,71941,0,0,0,0,71941
277,1995,BURGOS,40713,124429,0,0,460000,625142
278,1995,LEON,818110,4608900,0,0,0,5427010
279,1995,PALENCIA,147716,1054410,0,0,0,1202126
280,1995,SALAMANCA,5020654,18200,0,0,0,5038854
281,1995,SEGOVIA,22294,0,0,0,0,22294
282,1995,SORIA,32306,0,0,0,0,32306
283,1995,VALLADOLID,47694,76916,0,0,0,124610
284,1995,ZAMORA,1513012,33600,0,0,0,1546612
285,1995,ALBACETE,41889,0,0,0,0,41889
286,1995,CIUDAD REAL,5292,719600,0,0,0,724892
287,1995,CUENCA,294052,0,0,0,0,294052
288,1995,GUADALAJARA,600806,0,0,0,2452000,3052806
289,1995,TOLEDO,541052,1257008,0,0,0,1798060
290,1995,BARCELONA,117100,2874406,0,0,0,2991506
291,1995,GIRONA,301458,67290,1180,0,0,369928
292,1995,LLEIDA,3327248,38000,0,0,0,3365248
293,1995,TARRAGONA,620690,291642,0,0,5728000,6640332
294,1995,CEUTA,0,66240,0,0,0,66240
295,1995,BADAJOZ,194933,3000,0,0,0,197933
296,1995,CACERES,3938898,1040,0,0,3722400,7662338
297,1995,LA CORUÑA,652952,4996826,2400,0,0,5652178
298,1995,LUGO,947692,0,0,0,0,947692
299,1995,ORENSE,4016734,27000,0,0,0,4043734
300,1995,PONTEVEDRA,176986,63040,0,0,0,240026
301,1995,LA RIOJA,80218,4812,0,0,0,85030
302,1995,MADRID,196204,212638,0,0,0,408842
303,1995,MELILLA,0,74192,0,0,0,74192
304,1995,MURCIA,76868,1826360,0,0,0,1903228
305,1995,NAVARRA,267290,76154,6000,0,0,349444
306,1995,ALAVA,33378,23030,0,0,0,56408
307,1995,GUIPUZCOA,46566,512304,0,0,0,558870
308,1995,VIZCAYA,200296,2175604,0,0,0,2375900
309,1995,ALICANTE,2326,4650,0,0,0,6976
310,1995,CASTELLON,97784,2492528,0,0,0,2590312
311,1995,VALENCIA,2402528,131654,0,0,1987552,4521734
312,1996,ALMERIA,368,663800,0,0,0,664168
313,1996,CADIZ,15680,3183480,2760,0,0,3201920
314,1996,CORDOBA,111160,651600,0,0,0,762760
315,1996,GRANADA,165288,87408,0,0,0,252696
316,1996,HUELVA,0,1087530,0,0,0,1087530
317,1996,JAEN,356236,42320,0,0,0,398556
318,1996,MALAGA,963466,244000,0,0,0,1207466
319,1996,SEVILLA,542840,18800,0,0,0,561640
320,1996,HUESCA,2183550,39360,0,0,0,2222910
321,1996,TERUEL,58456,2450000,0,0,0,2508456
322,1996,ZARAGOZA,783504,516448,1090,0,0,1301042
323,1996,ASTURIAS,1444528,5587038,0,0,0,7031566
324,1996,BALEARES,0,844072,0,0,0,844072
325,1996,LAS PALMAS,0,1802400,10920,0,0,1813320
326,1996,S.C.TENERIFE,1600,1427074,3320,0,0,1431994
327,1996,CANTABRIA,849480,242388,0,0,0,1091868
328,1996,AVILA,73911,0,0,0,0,73911
329,1996,BURGOS,40716,139749,0,0,460000,640465
330,1996,LEON,818910,4608900,0,0,0,5427810
331,1996,PALENCIA,147716,1052352,0,0,0,1200068
332,1996,SALAMANCA,5020774,17800,0,0,0,5038574
333,1996,SEGOVIA,21990,0,0,0,0,21990
334,1996,SORIA,32906,0,0,0,0,32906
335,1996,VALLADOLID,47694,99396,0,0,0,147090
336,1996,ZAMORA,1508710,33600,0,0,0,1542310
337,1996,ALBACETE,41889,0,0,0,0,41889
338,1996,CIUDAD REAL,5292,1332000,0,0,0,1337292
339,1996,CUENCA,294052,0,0,0,0,294052
340,1996,GUADALAJARA,599720,37800,0,0,2452000,3089520
341,1996,TOLEDO,541052,1258966,0,0,0,1800018
342,1996,BARCELONA,118799,2927394,0,0,0,3046193
343,1996,GIRONA,299314,67290,1180,0,0,367784
344,1996,LLEIDA,3324126,38000,0,0,0,3362126
345,1996,TARRAGONA,620690,286434,0,0,5844000,6751124
346,1996,CEUTA,0,66240,0,0,0,66240
347,1996,BADAJOZ,194933,0,0,0,0,194933
348,1996,CACERES,3942098,1040,0,0,3807000,7750138
349,1996,LA CORUÑA,662844,5003286,2400,0,0,5668530
350,1996,LUGO,957692,0,0,0,0,957692
351,1996,ORENSE,4017694,23840,0,0,0,4041534
352,1996,PONTEVEDRA,176986,64640,0,0,0,241626
353,1996,LA RIOJA,77486,4812,0,0,0,82298
354,1996,MADRID,196204,189978,0,0,0,386182
355,1996,MELILLA,0,74192,0,0,0,74192
356,1996,MURCIA,76808,1861240,0,0,0,1938048
357,1996,NAVARRA,288110,89214,127600,0,0,504924
358,1996,ALAVA,33378,39100,0,0,0,72478
359,1996,GUIPUZCOA,48302,522914,0,0,0,571216
360,1996,VIZCAYA,179096,2221340,0,0,0,2400436
361,1996,ALICANTE,2326,11240,0,0,0,13566
362,1996,CASTELLON,97784,2589242,0,0,0,2687026
363,1996,VALENCIA,2432268,213954,0,0,1987552,4633774
364,1997,ALMERIA,368,1213800,0,0,0,1214168
365,1997,CADIZ,15680,3267120,2760,0,0,3285560
366,1997,CORDOBA,119512,651600,0,0,0,771112
367,1997,GRANADA,165260,94608,0,0,0,259868
368,1997,HUELVA,0,1098274,0,0,0,1098274
369,1997,JAEN,360536,42320,0,0,0,402856
370,1997,MALAGA,963466,244000,0,0,0,1207466
371,1997,SEVILLA,542840,18800,0,0,0,561640
372,1997,HUESCA,2197750,59718,0,0,0,2257468
373,1997,TERUEL,59176,2510600,0,0,0,2569776
374,1997,ZARAGOZA,783504,589154,31090,0,0,1403748
375,1997,ASTURIAS,1444528,5589262,0,0,0,7033790
376,1997,BALEARES,0,1139652,0,0,0,1139652
377,1997,LAS PALMAS,0,1802400,100980,0,0,1903380
378,1997,S.C.TENERIFE,1600,1428474,35866,0,0,1465940
379,1997,CANTABRIA,849480,248660,0,0,0,1098140
380,1997,AVILA,74236,0,0,0,0,74236
381,1997,BURGOS,39590,148279,0,0,460000,647869
382,1997,LEON,819078,4642140,0,0,0,5461218
383,1997,PALENCIA,148446,1065752,0,0,0,1214198
384,1997,SALAMANCA,5025674,21800,0,0,0,5047474
385,1997,SEGOVIA,21500,540,0,0,0,22040
386,1997,SORIA,32906,500,0,0,0,33406
387,1997,VALLADOLID,47694,91396,0,0,0,139090
388,1997,ZAMORA,1508710,33600,0,0,0,1542310
389,1997,ALBACETE,41121,30000,0,0,0,71121
390,1997,CIUDAD REAL,5292,1357400,0,0,0,1362692
391,1997,CUENCA,294052,1900,0,0,0,295952
392,1997,GUADALAJARA,600986,49400,0,0,2452000,3102386
393,1997,TOLEDO,541052,1323278,0,0,0,1864330
394,1997,BARCELONA,117331,3126784,0,0,0,3244115
395,1997,GIRONA,289382,153578,1180,0,0,444140
396,1997,LLEIDA,3365678,117996,0,0,0,3483674
397,1997,TARRAGONA,620640,482902,0,0,5896000,6999542
398,1997,CEUTA,0,66240,0,0,0,66240
399,1997,BADAJOZ,194933,0,0,0,0,194933
400,1997,CACERES,3942098,1040,0,0,3912200,7855338
401,1997,LA CORUÑA,650364,5031206,2400,0,0,5683970
402,1997,LUGO,957652,0,0,0,0,957652
403,1997,ORENSE,4017694,29540,0,0,0,4047234
404,1997,PONTEVEDRA,175666,68520,0,0,0,244186
405,1997,LA RIOJA,80880,4812,0,0,0,85692
406,1997,MADRID,197274,245066,0,0,0,442340
407,1997,MELILLA,0,89320,0,0,0,89320
408,1997,MURCIA,76328,1861240,0,0,0,1937568
409,1997,NAVARRA,300442,97128,270520,0,0,668090
410,1997,ALAVA,33378,54000,0,0,0,87378
411,1997,GUIPUZCOA,47662,549508,0,0,0,597170
412,1997,VIZCAYA,178596,2222500,0,0,0,2401096
